class,conversation
일반 대화,"어제 모임 재미있었어?
네, 친구들이랑 저녁 먹고 노래방도 갔다 왔어.
노래방에서 뭐 불렀어?
90년대 가요 불렀더니 다 같이 따라 부르더라 ㅎㅎ
ㅋㅋ 다음에 나도 같이 가야지."
일반 대화,"새 학기가 시작됐네, 수업 들어보니 어때?
교수님이 친절해서 듣기 편해.
과제는 많아?
이번 주는 가볍지만, 다음부터는 프로젝트가 있을 거야.
우리 같이 스터디 그룹 만들까?"
일반 대화,"동네에 새 카페 생겼다며?
응, 인테리어가 예쁘고 커피도 맛있어.
주말에 거기 가서 책 읽어야겠다.
나도 같이 가도 돼? 요즘 조용한 곳 찾고 있었어.
물론! 같이 가서 수다도 떨자."
일반 대화,"요즘 무슨 책 읽고 있어?
역사 소설 읽고 있는데 몰입이 잘 돼.
나도 그런 거 좋아해, 제목이 뭐야?
“조선의 마지막 밤”이라고, 추천할게.
고마워! 다 읽으면 빌려줄래?"
일반 대화,"저녁에 헬스장 갈 거야?
응, 오늘은 하체 운동하는 날.
나도 같이 가서 런닝머신 좀 달려야겠다.
좋아, 끝나고 사우나도 하고 오자.
최고! 땀도 빼고 힐링하자."
일반 대화,"내일 발표 준비됐어?
PPT는 만들었는데 조금 긴장되네.
차근차근 설명하면 잘 할 거야.
그래도 리허설 한 번 같이 해줄 수 있어?
물론이지, 쉬는 시간에 연습해보자."
일반 대화,"어제 게임 새 버전 나왔대.
응, 그래픽이 업그레이드돼서 화려하더라.
언제 같이 플레이해볼까?
이번 주말에 시간돼, 그때 접속해.
알겠어, 캐릭터도 새로 만들어야지."
일반 대화,"해외여행 가본 적 있어?
대학 때 일본 여행 갔었어.
오, 어디가 제일 기억에 남아?
교토의 고즈넉한 분위기가 좋았어.
나도 꼭 가보고 싶다, 음식도 맛있다더라."
일반 대화,"어제 비빔밥 만들어봤어.
직접 만들어? 어렵지 않던데?
재료 다 넣고 비비면 되니까 간단해.
다음엔 내가 요리해볼게, 레시피 알려줘.
좋아, 나중에 같이 요리하자."
일반 대화,"요즘 잠이 안 와서 힘들어.
왜? 걱정되는 일 있어?
일이 많아서 머리가 복잡한가봐.
자기 전에 따뜻한 우유 한 잔 마셔봐.
그래볼게, 고마워."
일반 대화,"새로 나온 드라마 봤어?
첫 회만 봤는데 배우 연기가 좋더라.
줄거리가 흥미로워? 내용이 어떤데?
스릴러라서 긴장감이 있어, 다음 회가 기대돼.
시간 될 때 봐야겠다."
일반 대화,"집에 반려동물 있어?
고양이 두 마리 키워.
귀엽겠다! 이름이 뭐야?
하나는 미미고 다른 하나는 루루야.
사진 보여줘! 고양이 너무 좋아."
일반 대화,"이번 주말에 전시회 가볼래?
어떤 전시회야?
현대미술전인데 작가들이 참신하대.
미술 관심 많아서 좋다. 언제 같이 갈까?
일요일 오전에 시간 비워둘게."
일반 대화,"친구 생일 선물 뭐 사야 할지 모르겠어.
그 친구가 좋아하는 거 있어?
커피 좋아해서 텀블러나 원두 생각 중이야.
텀블러 실용적이지. 디자인 예쁜 걸로 골라봐.
고마워, 아이디어가 생겼어."
일반 대화,"요즘에도 일기 써?
가끔 생각 정리할 때 쓰지.
좋은 습관이네. 나도 다시 시작해볼까?
하루에 한 줄이라도 써보면 도움이 돼.
그래, 오늘부터 해봐야겠다."
일반 대화,"민수 결혼식 다녀왔어?
응, 결혼식장이 예쁘고 신부도 아름다웠어.
음식은 어땠어? 웨딩 코스에 맛있는 것 많았대.
깔끔하고 맛있었어. 분위기도 따뜻했지.
가슴이 뭉클했겠다."
일반 대화,"다이어트 중이라 식단 신경 쓰고 있어.
어떤 음식 먹어?
아침에는 요거트, 점심은 샐러드, 저녁은 구운 닭가슴살.
꾸준히 하면 효과 있을 것 같아.
응, 운동도 곁들이고 있어."
일반 대화,"지난주에 칭찬 받았다며?
네, 팀 프로젝트 발표에서 상 받았어.
축하해! 준비하느라 고생했잖아.
다 팀원 덕분이지. 다 같이 노력했어.
역시 협업이 중요하네."
일반 대화,"내일 비행기 일찍 출발하는 거지?
응, 아침 7시 비행기야.
공항까지는 어떻게 갈 거야?
새벽에 공항 리무진 버스를 타야겠다.
시간 맞춰서 일어나야겠네."
일반 대화,"컴퓨터 고장났다고 들었어.
갑자기 전원이 안 켜져서 당황했어.
서비스 센터 갔다 왔어?
부품 교체해야 한다더라, 비용이 꽤 나가네.
아쉽다, 빠르게 해결되길 바래."
일반 대화,"어제 산 강아지가 좀 말썽을 피워.
어렸을 때는 다 그런 법이지 ㅋㅋ
슬리퍼 물어뜯어서 몇 개 버렸어.
훈련 조금씩 하면 좋아질 거야.
알겠어, patience 필요해."
일반 대화,"엄마 생신에 뭐 해드릴까?
식당 예약하고 케이크 준비하면 좋지 않을까?
이번엔 집에서 가족끼리 식사하기로 했어.
그럼 엄마가 좋아하는 반찬 요리해야겠네.
응, 오늘 시장 가서 재료 사야겠다."
일반 대화,"기름값 또 올랐더라.
맞아, 주유소 갈 때마다 부담돼.
차를 아껴 타야 하나?
요즘은 대중교통 이용하는 게 훨씬 싸지.
그게 좋겠다. 건강도 챙기고."
일반 대화,"이번 주말엔 비가 올까?
일기예보 보니까 흐리고 가끔 소나기가 올 거래.
그러면 실내 활동 계획해야겠다.
영화나 전시회 가는 것도 괜찮지.
아니면 집에서 요리 수업 해볼까?"
일반 대화,"커피 많이 마시는 편이야?
하루에 두 잔 정도. 아침엔 꼭 마셔야 해.
너무 카페인 많이 마시면 잠이 안 온대.
맞아, 그래서 오후엔 디카페인으로 바꿨어.
나도 습관 좀 줄여야겠다."
일반 대화,"어제 밤에 별이 정말 예뻤어.
나도 봤어! 공기가 맑아서인지 더 밝았지.
한강에서 산책하면서 밤하늘 봤거든.
로맨틱하네, 다음에 같이 가자.
좋아, 따뜻한 음료 들고 가자."
일반 대화,"자취하면서 가장 힘든 게 뭐야?
설거지랑 청소를 혼자 다 해야 해서 귀찮아.
배달 음식도 자주 먹겠네.
그러다보니 건강 생각해서 요리도 배우려고.
유튜브 레시피 따라하면 재미있더라."
일반 대화,"친구랑 오해가 생겨서 기분이 안 좋아.
이야기를 솔직하게 하면 풀릴 거야.
먼저 연락하는 게 좋겠지?
그렇지, 시간 지나면 더 어려워져.
용기 내서 연락해볼게. 고마워."
일반 대화,"나 새로 취미로 클라이밍 시작했어.
오! 높은 곳 무서워하지 않아?
처음에는 떨렸는데 점점 재미있어져.
손에 땀도 많이 날 텐데?
손가락 힘이 중요해서 운동이 되더라."
일반 대화,"어제 택배 도착했어?
응, 오후에 받았는데 생각보다 빨리 왔어.
뭐 샀는데?
책이랑 운동복 좀 주문했지.
요즘 택배 기사님들 정말 빠르다."
일반 대화,"서울 지하철 앱 써봤어?
아니, 어떤 기능이 있어?
실시간 도착 정보랑 혼잡도 표시해줘.
편리하네, 출퇴근 때 유용할 것 같아.
써봐, 무료라서 좋다."
일반 대화,"이번 주말에 체육대회 연습할 거야?
응, 회사 팀이랑 모여서 연습하자고 했어.
어울려 달리기 재밌겠다.
나 달리기 못 하는데 걱정이야.
연습하면 나아질 거야. 힘내!"
일반 대화,"주택청약 당첨됐대! 대박.
우와, 축하해! 얼마나 기다렸어?
몇 년 신청해서 드디어 된 거야.
집 구하기 진짜 어려운데 잘 됐다.
이제 인테리어 고민해야겠다."
일반 대화,"대학교 동아리 활동은 어때?
연극 동아리 들어갔는데 재미있어.
연습은 많이 해?
주 3회 모여서 대사 연습하고 있어.
나중에 공연하면 초대해줘."
일반 대화,"주식 시장 변동이 커서 걱정이야.
요즘 세계 경제가 불안정하니까 그럴 수밖에.
장기 투자하는 게 마음 편하지.
맞아, 급하게 팔면 손해 볼 수도 있어.
공부하면서 차분히 접근해야겠다."
일반 대화,"이번 달에는 여행 못 갈 것 같아.
왜? 일이 많아?
회사 프로젝트가 막판이라 휴가 못 내.
아쉽다, 다음 달엔 여유 생기길 바라.
응, 그때 다시 계획 세워볼게."
일반 대화,"오늘 아침에 지각할 뻔했어.
알람을 못 들었어?
알람 두 개 울렸는데 정신없이 꺼버렸나봐.
나도 그런 적 많아. 잘 때 휴대폰 멀리 두자.
맞아, 그래야 덜 누르게 된다."
일반 대화,"부모님 댁에 자주 가?
한 달에 한 번 정도는 찾아뵈려고 해.
같이 밥 먹고 이야기 나누는 게 좋지.
맞아, 특히 엄마가 해준 음식이 그리워.
전기차 타고 가면 돈도 절약되겠다."
일반 대화,"이사 가는 거 언제야?
다음 주 금요일에 이사해.
짐 정리는 다 했어?
아직 멀었어. 시간이 부족해.
필요하면 도와줄게, 말만 해."
일반 대화,"대구에 사는 친구 만나러 간다고 들었어.
응, 오래 못 봐서 이번엔 내려가려고.
기차 타고 가?
고속버스 탈 거야, 시간이 더 맞거든.
선물 챙겼어? 친구가 좋아할 거야."
일반 대화,"어제 회사에서 워크숍 했어?
응, 야외에서 팀빌딩 활동 했지.
날씨는 어땠어?
좀 더웠지만 바람이 있어서 괜찮았어.
다양한 게임 하면 재미있겠다."
일반 대화,"요즘 코로나 상황은 어때?
확진자가 다시 늘고 있어서 조심해야 해.
백신 추가 접종도 필요할까?
전문가들 의견이 분분하대. 건강 관리 잘 하자.
손 씻기랑 마스크는 계속 습관처럼 해야겠다."
일반 대화,"새로 본 책 어땠어?
사회 문제를 다뤄서 생각할 거리가 많았어.
내가 읽은 책은 에세이였는데 편하게 읽기 좋더라.
책을 읽으면 마음이 평안해지는 것 같아.
다음번엔 서로 교환해서 읽자."
일반 대화,"장보기 리스트 작성했어?
응, 채소랑 과일, 우유, 계란 적어놨어.
세일 품목도 확인했어?
어플로 할인 쿠폰을 미리 봤어.
알뜰하게 장보자."
일반 대화,"새 계절이 오니까 옷장 정리해야겠어.
작년에 입던 옷들은 다 맞아?
일부는 작아져서 기부하려고.
옷 정리하면 공간도 생기고 기분도 좋아져.
그러게, 이번 주말에 해봐야겠다."
일반 대화,"어제 경기 봤어?
야구 경기? 봤지! 9회가 정말 긴장됐어.
마지막에 역전해서 놀랐어.
감독이 교체를 잘 해서 다행이야.
다음 경기도 기대돼."
일반 대화,"요즘 인기 있는 카페 알고 있어?
신촌에 새로 생긴 곳이 유명하대.
인테리어가 특이하다던데, 사진 찍기 좋겠다.
주말엔 줄이 길다니 평일에 가보자.
그래, 사람 적을 때 가는 게 좋지."
일반 대화,"영어 회화 공부 어떻게 하고 있어?
원어민과 화상 통화로 연습하고 있어.
효과 있겠네. 나도 영어 실력 늘려야 하는데.
인터넷에 무료 수업도 많아, 같이 해볼까?
관심 있어! 링크 보내줘."
일반 대화,"휴가 때 바다 갈 거야?
아니, 이번엔 산으로 가기로 했어.
등산 좋아?
맑은 공기 마시니까 스트레스가 풀리더라.
나도 자연 속에 있으면 마음이 편해."
일반 대화,"어젯밤에 한강에서 자전거 타다 넘어졌어.
많이 다쳤어?
조금 까졌는데 괜찮아.
다음엔 보호 장비 꼭 챙겨.
응, 안전이 제일이야."
일반 대화,"새로 나온 스마트워치 써봤어?
아직 안 써봤어. 기능이 뭐가 좋아?
건강 모니터링이 훨씬 정밀해졌어.
가격은?
이전 모델보다 비싸지만, 사용 가치가 있더라."
일반 대화,"제빵 수업을 들어볼까 하는데 어때?
좋지! 나도 쿠키 만드는 걸 배우고 싶어.
베이킹은 시간과 정성이 많이 들어간다던데.
그래도 완성 후 맛을 보며 뿌듯함이 커.
같이 신청해볼까?"
일반 대화,"유튜브에서 좋은 요가 채널 찾았어.
어떤 채널이야?
초보자에게도 쉬운 동작들이라 따라하기 좋아.
매일 얼마만큼 해?
30분 정도 하고 스트레칭으로 마무리해.
나도 해봐야겠다."
일반 대화,"작년에 갔던 캠핑장이 기억나?
어, 강가 옆에 있던 그곳?
맞아, 전망이 좋았지.
올해도 다시 갈까?
좋아, 이번엔 바베큐도 준비해보자."
일반 대화,"이번 학기에 수강신청 성공했어?
인기 강의는 못 들었지만, 들을 만한 건 들어.
교수님들도 좋은 분들이었으면 좋겠다.
그러게, 나중에 후기가 좋으면 바꾸면 되지.
새 학기 파이팅!"
일반 대화,"야근이 너무 잦아서 지친다.
일을 줄이는 건 쉽지 않겠지만 휴식은 꼭 챙겨야 해.
맞아, 요즘 마사지를 받으러 다니고 있어.
좋은 방법이네, 나도 한번 예약해볼까?
같이 가도 좋아."
일반 대화,"스마트폰에서 스크린 타임 봤더니 하루 6시간이 넘더라.
생각보다 많이 보네 ㅋㅋ
줄여야겠다. 독서나 운동에 더 시간을 쓰고 싶어.
작은 습관부터 바꿔보면 가능해.
응, 오늘부터 시작해볼게."
일반 대화,"알바비 받았어?
어제 입금됐어! 쇼핑해야지.
뭐 살 거야?
신발이랑 새 가방이 필요해.
적당히 써야 해, 저축도 중요하잖아."
일반 대화,"학교 축제에 놀러갈래?
어떤 프로그램이 있어?
밴드 공연, 플리마켓, 푸드트럭도 있대.
흥미로운데, 시간 맞추면 가볼게.
밤에도 불꽃놀이 한다더라."
일반 대화,"새 책상 조립했어?
힘들었지만 설명서 따라 하니까 됐어.
어떤 스타일이야?
원목이라 따뜻해보여.
공간이 더 아늑해지겠다."
일반 대화,"친구 결혼식 사회 봐달라고 부탁받았어.
긴장되겠다! 하지만 네가 말 잘하잖아.
사람들 앞에 서는 게 좀 떨려.
연습 많이 하면 괜찮을 거야.
경험 삼아 도전해볼게."
일반 대화,"네일아트 받았네, 예쁘다!
고마워, 봄이라 화사한 색으로 해봤어.
가격은 비싸지 않았어?
할인 기간이라 괜찮았어.
나도 해볼까, 기분 전환 될 것 같아."
일반 대화,"지하철에서 책 읽는 사람 보기 좋더라.
맞아, 다들 스마트폰만 보는데.
나도 출퇴근 시간에 책 한 권 들고 다녀야겠다.
집중이 잘 안 될 것 같지만 습관 들이면 좋지.
오늘부터 시도해본다."
일반 대화,"도시락 싸서 소풍 가자.
어디로?
벚꽃 피는 공원 어때?
너무 좋다! 도시락 메뉴는 뭐야?
김밥이랑 과일, 그리고 수박주스 준비할게.
기대된다."
일반 대화,"요즘 전동킥보드 많이 타더라.
편하긴 하지만 안전하게 타야 해.
헬멧 안 쓰고 타는 사람도 많더라.
그게 문제지, 규정 잘 지켜야지.
나도 타볼까 했는데 고민이야."
일반 대화,"이번 학기 교환학생 신청할 생각이야?
고민 중이야. 외국에서 살고 싶은 마음은 크지만.
언어 장벽이 걱정돼?
그것도 있고, 한 학기 떨어져 있는 게 무섭기도 해.
경험이 값지니까 도전해보는 것도 좋을 것 같아."
일반 대화,"비 오는 날엔 뭐 하는 게 좋을까?
따뜻한 차 마시면서 영화 보는 게 최고지.
집에서 베이킹도 재밌지 않을까?
쿠키 굽는 냄새가 너무 좋지!
그래, 이번에 같이 만들어보자."
일반 대화,"어제 밤새워 일했더니 머리가 띵해.
몸 상할까 걱정된다. 야근 수당은 챙겨?
챙기긴 하는데 그래도 피곤해.
주말에 푹 쉬어, 몸이 먼저야.
네, 조언 고마워."
일반 대화,"신입사원이 들어왔다며?
응, 어리지만 열정이 넘쳐.
일 배우는 속도는 어때?
꽤 빠르더라. 가르쳐주는 것도 즐겁다.
좋은 팀원 만나서 다행이네."
일반 대화,"더운 여름엔 빙수가 최고지.
맞아, 얼음과 과일 조합이 좋아.
내일 점심에 빙수 먹으러 갈래?
좋아, 망고빙수 먹고 싶어.
약속! 기대된다."
일반 대화,"새로운 취미 뭐 해볼까?
도예 수업 어때? 마음이 차분해진대.
흙 만지면 힐링될 것 같아.
도예 작품 만들어서 선물해도 좋고.
한번 알아봐야겠다."
일반 대화,"건강검진 결과 나왔어?
네, 전체적으로 양호하지만 콜레스테롤이 조금 높다더라.
식단 관리해야겠네.
기름진 음식 줄이고 운동 늘려야지.
같이 산책해줄게."
일반 대화,"나 새 스마트폰 넘어갔어.
데이터 이전은 잘 했어?
대부분 클라우드로 백업해서 무리 없었어.
요즘 클라우드 백업 없으면 불안하지.
맞아, 사진도 바로 동기화돼서 좋네."
일반 대화,"교통카드 잃어버렸어.
충전해둔 금액이 아깝겠네.
재발급 신청해야 하는데 귀찮아.
앱으로 바로 할 수 있는 서비스도 있다고 들었어.
찾아봐야겠다, 정보 고마워."
일반 대화,"요즘 어떤 음악 들으면 좋을까?
카페에서 나오는 재즈가 좋더라.
팝송도 좋지만 한국 인디 음악도 들어보고 싶어.
언플러그드 공연 가보는 것도 추천해.
그럼 같이 공연 봐야겠다."
일반 대화,"이번 시즌 패션 트렌드 알아?
스트라이프 패턴이 인기라던데?
오, 나 그런 셔츠 좋아해.
밝은 색깔이 많이 나오더라.
한 번 쇼핑 가야겠군."
일반 대화,"집 근처 맛집 발견했어?
최근에 맛있는 중국집 찾았어.
뭐가 맛있어?
짜장면도 좋지만 탕수육이 바삭하고 부드러워.
침 고인다, 언제 같이 가보자."
일반 대화,"자동차 보험 갱신할 때가 됐어.
견적 비교해봤어?
네, 가격과 보장 범위 비교 중이야.
보장 내용이 중요한 거 알지?
물론, 싼 게 비지떡일 수 있으니까."
일반 대화,"근래에 본 공연 있어?
재즈 콘서트 갔다 왔는데 분위기가 좋았어.
라이브 음악 들으면 마음이 편해지지.
맞아, 공연장 음향도 훌륭했어.
다음엔 같이 가자."
일반 대화,"새로 산 블루투스 스피커 어때?
음질이 좋아서 만족해.
가격은?
세일 때 사서 괜찮았어.
나도 스피커 하나 사고 싶네."
일반 대화,"요즘 재택근무 어때?
출퇴근 시간이 없어서 좋지만 외로워.
화상 회의는 지치지?
맞아, 화면만 보니 피로가 쌓여.
가끔 카페에서 일하면 기분 전환 되더라."
일반 대화,"주말에 벼룩시장 열리는 거 알아?
어디서 열려?
대학로 공원에서.
재미있겠다. 옛날 물건 구경하는 거 좋아해.
같이 가서 보물 찾아보자."
일반 대화,"어린이날에 조카랑 어디 갈까?
놀이공원은 너무 붐빌 것 같은데.
그럼 과학관 어때?
교육적이면서 재미있을 것 같아.
예약할 수 있는지 찾아볼게."
일반 대화,"동네 편의점 알바 경험 있어?
한번 해봤는데 편하지만 야간이 힘들었어.
손님들이 많았어?
시간대마다 달랐지. 밤에는 취객도 와서 힘들었어.
그래도 경험 쌓는 데 좋았겠다."
일반 대화,"홈트레이닝 꾸준히 하고 있어?
일주일에 세 번 정도.
어떤 운동 해?
유튜브 따라 스쿼트, 플랭크, 버피 등.
나도 따라해야겠다, 건강 중요하지."
일반 대화,"혼밥 잘해?
처음엔 어색했는데 이제는 익숙해.
어떤 메뉴가 좋아?
김치찌개나 제육덮밥 같은 집밥 메뉴.
식당에서 혼밥하면 자유롭지."
일반 대화,"방 청소는 어떻게 해?
하루에 조금씩 정리하는 편이야.
난 미루다가 한번에 하니 힘들더라.
꾸준히 해야 수월해, 5분만 투자해봐.
습관 들이는 게 필요해."
일반 대화,"아침형 사람이 되고 싶은데 쉽지 않아.
나도 한때 시도했는데 실패했어.
어떻게 해야 할까?
조금씩 일찍 자고 일어나는 시간을 당겨보는 게 좋아.
체질을 바꾸는 데는 시간이 걸리겠지."
일반 대화,"어제 마라톤 참가했다며?
5km였는데도 힘들었어.
그래도 완주 축하해!
고마워, 다음에는 10km 도전해보고 싶어.
꾸준히 연습하면 충분히 할 수 있어."
일반 대화,"새 드라마 OST가 좋더라.
맞아, 가수도 유명한 사람이더라.
멜로디가 마음을 울리지?
드라마 분위기와 잘 어울려서 더 몰입되더라.
플레이리스트에 추가해야겠다."
일반 대화,"마트에서 신선한 채소 고르기 어렵더라.
잎이 싱싱한 걸 고르면 돼.
무게도 중요해?
들었을 때 묵직하면 더 좋지.
오늘 장 볼 때 참고해야겠다."
일반 대화,"친구가 따뜻한 편지 써줘서 감동했어.
손편지는 마음이 더 전해지지.
나도 답장 써야겠다.
오랜만에 펜으로 글 쓰는 기분 좋지.
손글씨가 흔치 않아서 더 소중해."
일반 대화,"안녕, 오늘 기분이 좀 묘해. 차 한 잔 마실까?  
좋아, 근처 찻집 가자. 녹차 어때?  
맞아, 디저트도 같이 먹고 싶네.  
그럼 전통 떡 하나 시켜보자.  
5시쯤 출발할까? 거기서 보자!  "
일반 대화,"새로 산 책 읽기 시작했어.  
어떤 책이야? 흥미롭겠네.  
판타지 소설인데 몰입돼.  
나도 읽어볼까? 빌려줄 수 있어?  
당연하지, 다 읽고 얘기하자.  "
일반 대화,"저녁에 뭐 할까? 심심하네.  
영화 DVD로 볼까? 집에서 편하게.  
좋아, 액션 영화 어때?  
오케이, 팝콘도 준비할게.  
7시쯤 시작하면 딱이겠다.  "
일반 대화,"최근에 산 화장품 어때?  
향기가 좋고 피부에 잘 맞아.  
어디서 샀어? 나도 하나 사고 싶어.  
온라인 쇼핑몰에서 세일할 때 샀지.  
링크 보내줄까? 같이 쇼핑 가자!  "
일반 대화,"주말에 바다 가고 싶다. 어디 추천해?  
강릉 어때? 해변 산책하기 좋아.  
오, 좋네. 숙소는 어떻게 할까?  
펜션이 괜찮을 거야. 예약할까?  
좋아, 다음 주에 계획 세우자.  "
일반 대화,"요즘 운동 좀 해볼까 생각 중이야.  
나도! 헬스장 다녀보고 싶어.  
어떤 운동 할까? 웨이트가 괜찮을까?  
응, 근력 좋아질 거야. 같이 가자.  
내일 체험 등록할까? 6시쯤 어때?  "
일반 대화,"새로 산 노트북 어때? 성능 괜찮아?  
진짜 빠른데, 게임도 잘 돌아가.  
와, 부러워. 어디서 샀어?  
전자상가에서 할인 받았어.  
나도 하나 장만해볼까? 조언해줘!  "
일반 대화,"오늘 날씨가 화창하네. 어디 가볼까?  
한강공원 어때? 자전거 타고 싶어.  
좋아, 간식도 챙기자. 뭐 가져갈까?  
샌드위치랑 주스 괜찮을 거야.  
오후 2시쯤 출발할까? 거기서 만나자.  "
일반 대화,"최근에 본 영화 추천해줄까?  
‘기생충’ 다시 봤는데 여전히 재밌어.  
오, 봉준호 감독 작품이지? 나도 볼까?  
당연하지, 넷플릭스에 있어.  
주말에 같이 정주행하자!  "
일반 대화,"요즘 뭐 먹고 싶어? 배고프네.  
불고기 정식 어때? 근처 맛집 가자.  
좋아, 밑반찬도 푸짐하길 바랄까?  
응, 김치랑 된장국 꼭 먹자.  
12시 반에 출발할까?  "
일반 대화,"새로 산 플랜터 어때? 예쁘지?  
진짜 분위기 좋다! 어디서 샀어?  
플라워마켓에서 세일할 때 샀어.  
나도 하나 사고 싶다. 같이 가자!  
주말에 시간 되면 들러보자.  "
일반 대화,"요즘 게임 뭐해? 재밌는 거 있어?  
‘젤다의 전설’ 하고 있는데 중독돼.  
와, 그거 유명하네. 나도 해볼까?  
스위치로 하면 더 좋아. 같이 플레이하자.  
오늘 저녁에 시작해볼까?  "
일반 대화,"친구들이랑 어제 뭐했어?  
홍대 클럽 갔었어. 분위기 대박이었어.  
부럽다! 어떤 음악 틀었어?  
하우스 뮤직 위주였어. 다음에 같이 가자.  
좋아, 다음 주말 어때?  "
일반 대화,"새로 산 커피머신 어때?  
향이 진하고 맛있어. 집에서도 카페 느낌!  
와, 부럽네. 어디서 샀어?  
온라인 몰에서 할인할 때 겟했어.  
나도 하나 장만해볼까? 추천해줘!  "
일반 대화,"주말에 산에 가고 싶다. 어디가 좋을까?  
설악산 어때? 등산 코스가 멋져.  
좋네, 준비물은 뭐 챙겨야 할까?  
물과 간식, 등산화 필수야.  
토요일 아침 8시 출발 어때?  "
