idx,class,conversation
197,일반 대화,"이거 혼자 옮기기 힘들텐데, 제가 좀 도와드릴까요?
어머, 괜찮은데. 고맙습니다. 그럼 저쪽까지만 같이 옮겨주시면 정말 감사하겠습니다.
별말씀을요. 이웃끼리 돕고 살아야죠. 다 됐습니다!"
198,일반 대화,"오늘따라 길이 너무 조용하네요. 다들 휴가 갔나 봐요.
그러게요. 덕분에 출근길이 편해서 좋았어요. 매일 오늘만 같았으면 좋겠네요.
맞아요. 왠지 오늘 일도 잘 풀릴 것 같은 기분이에요."
199,일반 대화,"이거 제가 계산할게요. 지난번에 팀장님이 사셨잖아요.
에이, 뭘 이런 걸 다. 그럼 다음엔 김 대리가 사. 잘 먹을게.
네, 맛있게 드세요! 다음엔 제가 더 맛있는 거 사 드릴게요."
200,일반 대화,"요즘 새로 나온 드라마 봤어? 완전 내 스타일이야.
아, 그 배우 나오는 거? 나도 봤지. 연기도 잘하고 너무 멋있어.
그치? 다음 주까지 어떻게 기다리지? 빨리 다음 화 보고 싶다."
201,일반 대화,"이거 어떻게 하는지 알려줄 수 있어? 나 기계치라 잘 몰라서.
그럼요. 이 버튼 누르고, 여기서 원하는 거 선택하시면 돼요. 간단하죠?
아하, 그렇구나. 정말 고맙습니다. 친절하게 알려주셔서 감사해요."
202,일반 대화,"오늘따라 왜 이렇게 졸리지? 커피를 마셔도 잠이 안 깨네.
봄이라서 춘곤증인가 봐요. 점심 드시고 잠깐 산책이라도 하고 오세요. 훨씬 나아질 거예요.
그래야겠어요. 같이 가실래요? 혼자 가면 심심하잖아요."
203,일반 대화,"이 서류 좀 복사해줄 수 있어요? 제가 지금 손이 없어서요.
네, 그럼요. 몇 부 해드릴까요? 금방 해드릴게요.
5부만 부탁드려요. 정말 고마워요. 덕분에 살았어요."
204,일반 대화,"오늘 점심 메뉴가 뭐예요? 너무 배고파요.
오늘은 카레라이스랑 돈까스래요. 완전 맛있겠네요.
와, 대박! 제가 제일 좋아하는 메뉴예요. 빨리 점심시간 되면 좋겠어요."
205,일반 대화,"이거 무게가 꽤 나가는데, 혼자 들 수 있겠어요?
제가 도와드릴게요. 같이 들면 금방 옮길 수 있을 거예요. 하나, 둘, 셋!
감사합니다. 덕분에 쉽게 옮겼네요. 역시 힘이 장사시네요."
206,일반 대화,"오늘 회의는 몇 시에 시작하죠?
오후 3시에 시작합니다. 회의 자료는 미리 메일로 보내드렸으니 확인 부탁드립니다.
네, 알겠습니다. 미리 읽어보고 참석하도록 할게요. 고마워요."
207,일반 대화,"요즘 어떤 책 읽으세요? 재미있는 책 있으면 추천해주세요.
저는 요즘 ‘달러구트 꿈 백화점’이라는 소설 읽고 있어요. 내용이 따뜻하고 힐링 돼서 좋더라고요.
아, 그 책 유명하죠. 저도 한번 읽어봐야겠네요. 추천 감사합니다."
208,일반 대화,"오늘 날씨가 추워서 그런지, 따뜻한 국물이 생각나네요.
그럼 점심은 칼국수 어떠세요? 근처에 새로 생긴 맛집 있는데, 거기 가볼까요?
좋아요! 뜨끈한 국물 먹으면 몸도 풀리고 좋겠네요. 거기로 가시죠."
209,일반 대화,"이거 어떻게 하는지 모르겠는데, 너는 할 줄 알아?
음, 저도 이건 처음 보는데요. 같이 설명서 읽어보면서 해볼까요?
그래, 좋아. 혼자 하는 것보다 둘이 하는 게 훨씬 낫겠다. 고마워."
210,일반 대화,"오늘따라 왜 이렇게 피곤해 보이시네요. 무슨 일 있으세요?
어젯밤에 잠을 좀 설쳤더니 그런가 봐요. 괜찮습니다.
그래도 너무 무리하지 마세요. 피곤하면 일의 능률도 안 오르잖아요. 잠시 쉬었다 하세요."
211,일반 대화,"이거 파일 형식이 달라서 열리지가 않네요. 어떻게 하죠?
제가 변환 프로그램으로 바꿔 드릴게요. 잠깐만요. 자, 이제 열릴 거예요.
와, 정말 감사합니다! 덕분에 살았어요. 역시 전문가 시네요."
212,일반 대화,"오늘 저녁에 시간 괜찮으면 같이 영화나 볼까?
좋아! 무슨 영화 볼까? 요즘 재밌는 거 많이 개봉했던데.
나는 액션 영화 보고 싶은데, 너는 어때? 싫으면 다른 거 봐도 괜찮아."
213,일반 대화,"이거 혼자 옮기기 힘들텐데, 제가 좀 도와드릴까요?
어머, 괜찮은데. 고맙습니다. 그럼 저쪽까지만 같이 옮겨주시면 정말 감사하겠습니다.
별말씀을요. 이웃끼리 돕고 살아야죠. 다 됐습니다!"
214,일반 대화,"오늘따라 길이 너무 조용하네요. 다들 휴가 갔나 봐요.
그러게요. 덕분에 출근길이 편해서 좋았어요. 매일 오늘만 같았으면 좋겠네요.
맞아요. 왠지 오늘 일도 잘 풀릴 것 같은 기분이에요."
215,일반 대화,"이거 제가 계산할게요. 지난번에 팀장님이 사셨잖아요.
에이, 뭘 이런 걸 다. 그럼 다음엔 김 대리가 사. 잘 먹을게.
네, 맛있게 드세요! 다음엔 제가 더 맛있는 거 사 드릴게요."
216,일반 대화,"요즘 새로 나온 드라마 봤어? 완전 내 스타일이야.
아, 그 배우 나오는 거? 나도 봤지. 연기도 잘하고 너무 멋있어.
그치? 다음 주까지 어떻게 기다리지? 빨리 다음 화 보고 싶다."
217,일반 대화,"이거 어떻게 하는지 알려줄 수 있어? 나 기계치라 잘 몰라서.
그럼요. 이 버튼 누르고, 여기서 원하는 거 선택하시면 돼요. 간단하죠?
아하, 그렇구나. 정말 고맙습니다. 친절하게 알려주셔서 감사해요."
218,일반 대화,"오늘따라 왜 이렇게 졸리지? 커피를 마셔도 잠이 안 깨네.
봄이라서 춘곤증인가 봐요. 점심 드시고 잠깐 산책이라도 하고 오세요. 훨씬 나아질 거예요.
그래야겠어요. 같이 가실래요? 혼자 가면 심심하잖아요."
219,일반 대화,"이 서류 좀 복사해줄 수 있어요? 제가 지금 손이 없어서요.
네, 그럼요. 몇 부 해드릴까요? 금방 해드릴게요.
5부만 부탁드려요. 정말 고마워요. 덕분에 살았어요."
220,일반 대화,"오늘 점심 메뉴가 뭐예요? 너무 배고파요.
오늘은 카레라이스랑 돈까스래요. 완전 맛있겠네요.
와, 대박! 제가 제일 좋아하는 메뉴예요. 빨리 점심시간 되면 좋겠어요."
221,일반 대화,"이거 무게가 꽤 나가는데, 혼자 들 수 있겠어요?
제가 도와드릴게요. 같이 들면 금방 옮길 수 있을 거예요. 하나, 둘, 셋!
감사합니다. 덕분에 쉽게 옮겼네요. 역시 힘이 장사시네요."
222,일반 대화,"오늘 회의는 몇 시에 시작하죠?
오후 3시에 시작합니다. 회의 자료는 미리 메일로 보내드렸으니 확인 부탁드립니다.
네, 알겠습니다. 미리 읽어보고 참석하도록 할게요. 고마워요."
223,일반 대화,"요즘 어떤 책 읽으세요? 재미있는 책 있으면 추천해주세요.
저는 요즘 ‘달러구트 꿈 백화점’이라는 소설 읽고 있어요. 내용이 따뜻하고 힐링 돼서 좋더라고요.
아, 그 책 유명하죠. 저도 한번 읽어봐야겠네요. 추천 감사합니다."
224,일반 대화,"오늘 날씨가 추워서 그런지, 따뜻한 국물이 생각나네요.
그럼 점심은 칼국수 어떠세요? 근처에 새로 생긴 맛집 있는데, 거기 가볼까요?
좋아요! 뜨끈한 국물 먹으면 몸도 풀리고 좋겠네요. 거기로 가시죠."
225,일반 대화,"이거 어떻게 하는지 모르겠는데, 너는 할 줄 알아?
음, 저도 이건 처음 보는데요. 같이 설명서 읽어보면서 해볼까요?
그래, 좋아. 혼자 하는 것보다 둘이 하는 게 훨씬 낫겠다. 고마워."
226,일반 대화,"오늘따라 왜 이렇게 피곤해 보이시네요. 무슨 일 있으세요?
어젯밤에 잠을 좀 설쳤더니 그런가 봐요. 괜찮습니다.
그래도 너무 무리하지 마세요. 피곤하면 일의 능률도 안 오르잖아요. 잠시 쉬었다 하세요."
227,일반 대화,"이거 파일 형식이 달라서 열리지가 않네요. 어떻게 하죠?
제가 변환 프로그램으로 바꿔 드릴게요. 잠깐만요. 자, 이제 열릴 거예요.
와, 정말 감사합니다! 덕분에 살았어요. 역시 전문가 시네요."
228,일반 대화,"오늘 저녁에 시간 괜찮으면 같이 영화나 볼까?
좋아! 무슨 영화 볼까? 요즘 재밌는 거 많이 개봉했던데.
나는 액션 영화 보고 싶은데, 너는 어때? 싫으면 다른 거 봐도 괜찮아."
229,일반 대화,"이거 혼자 옮기기 힘들텐데, 제가 좀 도와드릴까요?
어머, 괜찮은데. 고맙습니다. 그럼 저쪽까지만 같이 옮겨주시면 정말 감사하겠습니다.
별말씀을요. 이웃끼리 돕고 살아야죠. 다 됐습니다!"
230,일반 대화,"오늘따라 길이 너무 조용하네요. 다들 휴가 갔나 봐요.
그러게요. 덕분에 출근길이 편해서 좋았어요. 매일 오늘만 같았으면 좋겠네요.
맞아요. 왠지 오늘 일도 잘 풀릴 것 같은 기분이에요."
231,일반 대화,"이거 제가 계산할게요. 지난번에 팀장님이 사셨잖아요.
에이, 뭘 이런 걸 다. 그럼 다음엔 김 대리가 사. 잘 먹을게.
네, 맛있게 드세요! 다음엔 제가 더 맛있는 거 사 드릴게요."
232,일반 대화,"요즘 새로 나온 드라마 봤어? 완전 내 스타일이야.
아, 그 배우 나오는 거? 나도 봤지. 연기도 잘하고 너무 멋있어.
그치? 다음 주까지 어떻게 기다리지? 빨리 다음 화 보고 싶다."
233,일반 대화,"이거 어떻게 하는지 알려줄 수 있어? 나 기계치라 잘 몰라서.
그럼요. 이 버튼 누르고, 여기서 원하는 거 선택하시면 돼요. 간단하죠?
아하, 그렇구나. 정말 고맙습니다. 친절하게 알려주셔서 감사해요."
234,일반 대화,"오늘따라 왜 이렇게 졸리지? 커피를 마셔도 잠이 안 깨네.
봄이라서 춘곤증인가 봐요. 점심 드시고 잠깐 산책이라도 하고 오세요. 훨씬 나아질 거예요.
그래야겠어요. 같이 가실래요? 혼자 가면 심심하잖아요."
235,일반 대화,"이 서류 좀 복사해줄 수 있어요? 제가 지금 손이 없어서요.
네, 그럼요. 몇 부 해드릴까요? 금방 해드릴게요.
5부만 부탁드려요. 정말 고마워요. 덕분에 살았어요."
236,일반 대화,"오늘 점심 메뉴가 뭐예요? 너무 배고파요.
오늘은 카레라이스랑 돈까스래요. 완전 맛있겠네요.
와, 대박! 제가 제일 좋아하는 메뉴예요. 빨리 점심시간 되면 좋겠어요."
237,일반 대화,"이거 무게가 꽤 나가는데, 혼자 들 수 있겠어요?
제가 도와드릴게요. 같이 들면 금방 옮길 수 있을 거예요. 하나, 둘, 셋!
감사합니다. 덕분에 쉽게 옮겼네요. 역시 힘이 장사시네요."
238,일반 대화,"오늘 회의는 몇 시에 시작하죠?
오후 3시에 시작합니다. 회의 자료는 미리 메일로 보내드렸으니 확인 부탁드립니다.
네, 알겠습니다. 미리 읽어보고 참석하도록 할게요. 고마워요."
239,일반 대화,"요즘 어떤 책 읽으세요? 재미있는 책 있으면 추천해주세요.
저는 요즘 ‘달러구트 꿈 백화점’이라는 소설 읽고 있어요. 내용이 따뜻하고 힐링 돼서 좋더라고요.
아, 그 책 유명하죠. 저도 한번 읽어봐야겠네요. 추천 감사합니다."
240,일반 대화,"오늘 날씨가 추워서 그런지, 따뜻한 국물이 생각나네요.
그럼 점심은 칼국수 어떠세요? 근처에 새로 생긴 맛집 있는데, 거기 가볼까요?
좋아요! 뜨끈한 국물 먹으면 몸도 풀리고 좋겠네요. 거기로 가시죠."
241,일반 대화,"이거 어떻게 하는지 모르겠는데, 너는 할 줄 알아?
음, 저도 이건 처음 보는데요. 같이 설명서 읽어보면서 해볼까요?
그래, 좋아. 혼자 하는 것보다 둘이 하는 게 훨씬 낫겠다. 고마워."
242,일반 대화,"오늘따라 왜 이렇게 피곤해 보이시네요. 무슨 일 있으세요?
어젯밤에 잠을 좀 설쳤더니 그런가 봐요. 괜찮습니다.
그래도 너무 무리하지 마세요. 피곤하면 일의 능률도 안 오르잖아요. 잠시 쉬었다 하세요."
243,일반 대화,"이거 파일 형식이 달라서 열리지가 않네요. 어떻게 하죠?
제가 변환 프로그램으로 바꿔 드릴게요. 잠깐만요. 자, 이제 열릴 거예요.
와, 정말 감사합니다! 덕분에 살았어요. 역시 전문가 시네요."
244,일반 대화,"오늘 저녁에 시간 괜찮으면 같이 영화나 볼까?
좋아! 무슨 영화 볼까? 요즘 재밌는 거 많이 개봉했던데.
나는 액션 영화 보고 싶은데, 너는 어때? 싫으면 다른 거 봐도 괜찮아."
245,일반 대화,"이거 혼자 옮기기 힘들텐데, 제가 좀 도와드릴까요?
어머, 괜찮은데. 고맙습니다. 그럼 저쪽까지만 같이 옮겨주시면 정말 감사하겠습니다.
별말씀을요. 이웃끼리 돕고 살아야죠. 다 됐습니다!"
246,일반 대화,"오늘따라 길이 너무 조용하네요. 다들 휴가 갔나 봐요.
그러게요. 덕분에 출근길이 편해서 좋았어요. 매일 오늘만 같았으면 좋겠네요.
맞아요. 왠지 오늘 일도 잘 풀릴 것 같은 기분이에요."
247,일반 대화,"이거 제가 계산할게요. 지난번에 팀장님이 사셨잖아요.
에이, 뭘 이런 걸 다. 그럼 다음엔 김 대리가 사. 잘 먹을게.
네, 맛있게 드세요! 다음엔 제가 더 맛있는 거 사 드릴게요."
248,일반 대화,"요즘 새로 나온 드라마 봤어? 완전 내 스타일이야.
아, 그 배우 나오는 거? 나도 봤지. 연기도 잘하고 너무 멋있어.
그치? 다음 주까지 어떻게 기다리지? 빨리 다음 화 보고 싶다."
249,일반 대화,"이거 어떻게 하는지 알려줄 수 있어? 나 기계치라 잘 몰라서.
그럼요. 이 버튼 누르고, 여기서 원하는 거 선택하시면 돼요. 간단하죠?
아하, 그렇구나. 정말 고맙습니다. 친절하게 알려주셔서 감사해요."
250,일반 대화,"오늘따라 왜 이렇게 졸리지? 커피를 마셔도 잠이 안 깨네.
봄이라서 춘곤증인가 봐요. 점심 드시고 잠깐 산책이라도 하고 오세요. 훨씬 나아질 거예요.
그래야겠어요. 같이 가실래요? 혼자 가면 심심하잖아요."
251,일반 대화,"이 서류 좀 복사해줄 수 있어요? 제가 지금 손이 없어서요.
네, 그럼요. 몇 부 해드릴까요? 금방 해드릴게요.
5부만 부탁드려요. 정말 고마워요. 덕분에 살았어요."
252,일반 대화,"오늘 점심 메뉴가 뭐예요? 너무 배고파요.
오늘은 카레라이스랑 돈까스래요. 완전 맛있겠네요.
와, 대박! 제가 제일 좋아하는 메뉴예요. 빨리 점심시간 되면 좋겠어요."
253,일반 대화,"이거 무게가 꽤 나가는데, 혼자 들 수 있겠어요?
제가 도와드릴게요. 같이 들면 금방 옮길 수 있을 거예요. 하나, 둘, 셋!
감사합니다. 덕분에 쉽게 옮겼네요. 역시 힘이 장사시네요."
254,일반 대화,"오늘 회의는 몇 시에 시작하죠?
오후 3시에 시작합니다. 회의 자료는 미리 메일로 보내드렸으니 확인 부탁드립니다.
네, 알겠습니다. 미리 읽어보고 참석하도록 할게요. 고마워요."
255,일반 대화,"요즘 어떤 책 읽으세요? 재미있는 책 있으면 추천해주세요.
저는 요즘 ‘달러구트 꿈 백화점’이라는 소설 읽고 있어요. 내용이 따뜻하고 힐링 돼서 좋더라고요.
아, 그 책 유명하죠. 저도 한번 읽어봐야겠네요. 추천 감사합니다."
256,일반 대화,"오늘 날씨가 추워서 그런지, 따뜻한 국물이 생각나네요.
그럼 점심은 칼국수 어떠세요? 근처에 새로 생긴 맛집 있는데, 거기 가볼까요?
좋아요! 뜨끈한 국물 먹으면 몸도 풀리고 좋겠네요. 거기로 가시죠."
257,일반 대화,"이거 어떻게 하는지 모르겠는데, 너는 할 줄 알아?
음, 저도 이건 처음 보는데요. 같이 설명서 읽어보면서 해볼까요?
그래, 좋아. 혼자 하는 것보다 둘이 하는 게 훨씬 낫겠다. 고마워."
258,일반 대화,"오늘따라 왜 이렇게 피곤해 보이시네요. 무슨 일 있으세요?
어젯밤에 잠을 좀 설쳤더니 그런가 봐요. 괜찮습니다.
그래도 너무 무리하지 마세요. 피곤하면 일의 능률도 안 오르잖아요. 잠시 쉬었다 하세요."
259,일반 대화,"이거 파일 형식이 달라서 열리지가 않네요. 어떻게 하죠?
제가 변환 프로그램으로 바꿔 드릴게요. 잠깐만요. 자, 이제 열릴 거예요.
와, 정말 감사합니다! 덕분에 살았어요. 역시 전문가 시네요."
260,일반 대화,"오늘 저녁에 시간 괜찮으면 같이 영화나 볼까?
좋아! 무슨 영화 볼까? 요즘 재밌는 거 많이 개봉했던데.
나는 액션 영화 보고 싶은데, 너는 어때? 싫으면 다른 거 봐도 괜찮아."
261,일반 대화,"이거 혼자 옮기기 힘들텐데, 제가 좀 도와드릴까요?
어머, 괜찮은데. 고맙습니다. 그럼 저쪽까지만 같이 옮겨주시면 정말 감사하겠습니다.
별말씀을요. 이웃끼리 돕고 살아야죠. 다 됐습니다!"
262,일반 대화,"오늘따라 길이 너무 조용하네요. 다들 휴가 갔나 봐요.
그러게요. 덕분에 출근길이 편해서 좋았어요. 매일 오늘만 같았으면 좋겠네요.
맞아요. 왠지 오늘 일도 잘 풀릴 것 같은 기분이에요."
263,일반 대화,"이거 제가 계산할게요. 지난번에 팀장님이 사셨잖아요.
에이, 뭘 이런 걸 다. 그럼 다음엔 김 대리가 사. 잘 먹을게.
네, 맛있게 드세요! 다음엔 제가 더 맛있는 거 사 드릴게요."
264,일반 대화,"요즘 새로 나온 드라마 봤어? 완전 내 스타일이야.
아, 그 배우 나오는 거? 나도 봤지. 연기도 잘하고 너무 멋있어.
그치? 다음 주까지 어떻게 기다리지? 빨리 다음 화 보고 싶다."
265,일반 대화,"이거 어떻게 하는지 알려줄 수 있어? 나 기계치라 잘 몰라서.
그럼요. 이 버튼 누르고, 여기서 원하는 거 선택하시면 돼요. 간단하죠?
아하, 그렇구나. 정말 고맙습니다. 친절하게 알려주셔서 감사해요."
266,일반 대화,"오늘따라 왜 이렇게 졸리지? 커피를 마셔도 잠이 안 깨네.
봄이라서 춘곤증인가 봐요. 점심 드시고 잠깐 산책이라도 하고 오세요. 훨씬 나아질 거예요.
그래야겠어요. 같이 가실래요? 혼자 가면 심심하잖아요."
267,일반 대화,"이 서류 좀 복사해줄 수 있어요? 제가 지금 손이 없어서요.
네, 그럼요. 몇 부 해드릴까요? 금방 해드릴게요.
5부만 부탁드려요. 정말 고마워요. 덕분에 살았어요."
268,일반 대화,"오늘 점심 메뉴가 뭐예요? 너무 배고파요.
오늘은 카레라이스랑 돈까스래요. 완전 맛있겠네요.
와, 대박! 제가 제일 좋아하는 메뉴예요. 빨리 점심시간 되면 좋겠어요."
269,일반 대화,"이거 무게가 꽤 나가는데, 혼자 들 수 있겠어요?
제가 도와드릴게요. 같이 들면 금방 옮길 수 있을 거예요. 하나, 둘, 셋!
감사합니다. 덕분에 쉽게 옮겼네요. 역시 힘이 장사시네요."
270,일반 대화,"오늘 회의는 몇 시에 시작하죠?
오후 3시에 시작합니다. 회의 자료는 미리 메일로 보내드렸으니 확인 부탁드립니다.
네, 알겠습니다. 미리 읽어보고 참석하도록 할게요. 고마워요."
271,일반 대화,"요즘 어떤 책 읽으세요? 재미있는 책 있으면 추천해주세요.
저는 요즘 ‘달러구트 꿈 백화점’이라는 소설 읽고 있어요. 내용이 따뜻하고 힐링 돼서 좋더라고요.
아, 그 책 유명하죠. 저도 한번 읽어봐야겠네요. 추천 감사합니다."
272,일반 대화,"오늘 날씨가 추워서 그런지, 따뜻한 국물이 생각나네요.
그럼 점심은 칼국수 어떠세요? 근처에 새로 생긴 맛집 있는데, 거기 가볼까요?
좋아요! 뜨끈한 국물 먹으면 몸도 풀리고 좋겠네요. 거기로 가시죠."
273,일반 대화,"이거 어떻게 하는지 모르겠는데, 너는 할 줄 알아?
음, 저도 이건 처음 보는데요. 같이 설명서 읽어보면서 해볼까요?
그래, 좋아. 혼자 하는 것보다 둘이 하는 게 훨씬 낫겠다. 고마워."
274,일반 대화,"오늘따라 왜 이렇게 피곤해 보이시네요. 무슨 일 있으세요?
어젯밤에 잠을 좀 설쳤더니 그런가 봐요. 괜찮습니다.
그래도 너무 무리하지 마세요. 피곤하면 일의 능률도 안 오르잖아요. 잠시 쉬었다 하세요."
275,일반 대화,"이거 파일 형식이 달라서 열리지가 않네요. 어떻게 하죠?
제가 변환 프로그램으로 바꿔 드릴게요. 잠깐만요. 자, 이제 열릴 거예요.
와, 정말 감사합니다! 덕분에 살았어요. 역시 전문가 시네요."
276,일반 대화,"오늘 저녁에 시간 괜찮으면 같이 영화나 볼까?
좋아! 무슨 영화 볼까? 요즘 재밌는 거 많이 개봉했던데.
나는 액션 영화 보고 싶은데, 너는 어때? 싫으면 다른 거 봐도 괜찮아."
277,일반 대화,"이거 혼자 옮기기 힘들텐데, 제가 좀 도와드릴까요?
어머, 괜찮은데. 고맙습니다. 그럼 저쪽까지만 같이 옮겨주시면 정말 감사하겠습니다.
별말씀을요. 이웃끼리 돕고 살아야죠. 다 됐습니다!"
278,일반 대화,"오늘따라 길이 너무 조용하네요. 다들 휴가 갔나 봐요.
그러게요. 덕분에 출근길이 편해서 좋았어요. 매일 오늘만 같았으면 좋겠네요.
맞아요. 왠지 오늘 일도 잘 풀릴 것 같은 기분이에요."
279,일반 대화,"이거 제가 계산할게요. 지난번에 팀장님이 사셨잖아요.
에이, 뭘 이런 걸 다. 그럼 다음엔 김 대리가 사. 잘 먹을게.
네, 맛있게 드세요! 다음엔 제가 더 맛있는 거 사 드릴게요."
280,일반 대화,"요즘 새로 나온 드라마 봤어? 완전 내 스타일이야.
아, 그 배우 나오는 거? 나도 봤지. 연기도 잘하고 너무 멋있어.
그치? 다음 주까지 어떻게 기다리지? 빨리 다음 화 보고 싶다."
281,일반 대화,"이거 어떻게 하는지 알려줄 수 있어? 나 기계치라 잘 몰라서.
그럼요. 이 버튼 누르고, 여기서 원하는 거 선택하시면 돼요. 간단하죠?
아하, 그렇구나. 정말 고맙습니다. 친절하게 알려주셔서 감사해요."
282,일반 대화,"오늘따라 왜 이렇게 졸리지? 커피를 마셔도 잠이 안 깨네.
봄이라서 춘곤증인가 봐요. 점심 드시고 잠깐 산책이라도 하고 오세요. 훨씬 나아질 거예요.
그래야겠어요. 같이 가실래요? 혼자 가면 심심하잖아요."
283,일반 대화,"이 서류 좀 복사해줄 수 있어요? 제가 지금 손이 없어서요.
네, 그럼요. 몇 부 해드릴까요? 금방 해드릴게요.
5부만 부탁드려요. 정말 고마워요. 덕분에 살았어요."
284,일반 대화,"오늘 점심 메뉴가 뭐예요? 너무 배고파요.
오늘은 카레라이스랑 돈까스래요. 완전 맛있겠네요.
와, 대박! 제가 제일 좋아하는 메뉴예요. 빨리 점심시간 되면 좋겠어요."
285,일반 대화,"이거 무게가 꽤 나가는데, 혼자 들 수 있겠어요?
제가 도와드릴게요. 같이 들면 금방 옮길 수 있을 거예요. 하나, 둘, 셋!
감사합니다. 덕분에 쉽게 옮겼네요. 역시 힘이 장사시네요."
286,일반 대화,"오늘 회의는 몇 시에 시작하죠?
오후 3시에 시작합니다. 회의 자료는 미리 메일로 보내드렸으니 확인 부탁드립니다.
네, 알겠습니다. 미리 읽어보고 참석하도록 할게요. 고마워요."
287,일반 대화,"요즘 어떤 책 읽으세요? 재미있는 책 있으면 추천해주세요.
저는 요즘 ‘달러구트 꿈 백화점’이라는 소설 읽고 있어요. 내용이 따뜻하고 힐링 돼서 좋더라고요.
아, 그 책 유명하죠. 저도 한번 읽어봐야겠네요. 추천 감사합니다."
288,일반 대화,"오늘 날씨가 추워서 그런지, 따뜻한 국물이 생각나네요.
그럼 점심은 칼국수 어떠세요? 근처에 새로 생긴 맛집 있는데, 거기 가볼까요?
좋아요! 뜨끈한 국물 먹으면 몸도 풀리고 좋겠네요. 거기로 가시죠."
289,일반 대화,"이거 어떻게 하는지 모르겠는데, 너는 할 줄 알아?
음, 저도 이건 처음 보는데요. 같이 설명서 읽어보면서 해볼까요?
그래, 좋아. 혼자 하는 것보다 둘이 하는 게 훨씬 낫겠다. 고마워."
290,일반 대화,"오늘따라 왜 이렇게 피곤해 보이시네요. 무슨 일 있으세요?
어젯밤에 잠을 좀 설쳤더니 그런가 봐요. 괜찮습니다.
그래도 너무 무리하지 마세요. 피곤하면 일의 능률도 안 오르잖아요. 잠시 쉬었다 하세요."
291,일반 대화,"이거 파일 형식이 달라서 열리지가 않네요. 어떻게 하죠?
제가 변환 프로그램으로 바꿔 드릴게요. 잠깐만요. 자, 이제 열릴 거예요.
와, 정말 감사합니다! 덕분에 살았어요. 역시 전문가 시네요."
292,일반 대화,"오늘 저녁에 시간 괜찮으면 같이 영화나 볼까?
좋아! 무슨 영화 볼까? 요즘 재밌는 거 많이 개봉했던데.
나는 액션 영화 보고 싶은데, 너는 어때? 싫으면 다른 거 봐도 괜찮아."
293,일반 대화,"이거 혼자 옮기기 힘들텐데, 제가 좀 도와드릴까요?
어머, 괜찮은데. 고맙습니다. 그럼 저쪽까지만 같이 옮겨주시면 정말 감사하겠습니다.
별말씀을요. 이웃끼리 돕고 살아야죠. 다 됐습니다!"
294,일반 대화,"오늘따라 길이 너무 조용하네요. 다들 휴가 갔나 봐요.
그러게요. 덕분에 출근길이 편해서 좋았어요. 매일 오늘만 같았으면 좋겠네요.
맞아요. 왠지 오늘 일도 잘 풀릴 것 같은 기분이에요."
295,일반 대화,"이거 제가 계산할게요. 지난번에 팀장님이 사셨잖아요.
에이, 뭘 이런 걸 다. 그럼 다음엔 김 대리가 사. 잘 먹을게.
네, 맛있게 드세요! 다음엔 제가 더 맛있는 거 사 드릴게요."
296,일반 대화,"요즘 새로 나온 드라마 봤어? 완전 내 스타일이야.
아, 그 배우 나오는 거? 나도 봤지. 연기도 잘하고 너무 멋있어.
그치? 다음 주까지 어떻게 기다리지? 빨리 다음 화 보고 싶다."
297,일반 대화,"이거 어떻게 하는지 알려줄 수 있어? 나 기계치라 잘 몰라서.
그럼요. 이 버튼 누르고, 여기서 원하는 거 선택하시면 돼요. 간단하죠?
아하, 그렇구나. 정말 고맙습니다. 친절하게 알려주셔서 감사해요."
298,일반 대화,"오늘따라 왜 이렇게 졸리지? 커피를 마셔도 잠이 안 깨네.
봄이라서 춘곤증인가 봐요. 점심 드시고 잠깐 산책이라도 하고 오세요. 훨씬 나아질 거예요.
그래야겠어요. 같이 가실래요? 혼자 가면 심심하잖아요."
299,일반 대화,"이 서류, 복사 좀 부탁드려도 될까요? 제가 지금 다른 업무 때문에 정신이 없어서요.
네, 그럼요. 몇 부 해드리면 될까요? 스테이플러도 찍어드릴까요?
10부만 부탁드려요. 스테이플러는 괜찮습니다. 정말 감사합니다."
